# Stellar spectrum generated with Kurucz-Korg pipeline
# Teff=5777.0 K, logg=4.44, [Fe/H]=0.0, [α/Fe]=0.0
# Wavelength(Angstrom)  Flux  Continuum
12755.5  1.8776055388194325e6  1.8795224671356108e6
12756.0  1.8775015171828968e6  1.879360693390544e6
12756.5  1.8773075071966704e6  1.879198937781567e6
12757.0  1.8712752746290225e6  1.879037201122449e6
12757.5  1.8767742979181241e6  1.8788757180212943e6
12758.0  1.8766928453200595e6  1.8787142540594144e6
12758.5  1.8764571574055147e6  1.8785527995390422e6
12758.999999999998  1.8762692654125376e6  1.878391364251372e6
12759.500000000002  1.8761279236549356e6  1.8782299384635293e6
12760.000000000002  1.8759283393473316e6  1.8780685316222208e6
12760.5  1.8753286643309263e6  1.87790713472257e6
12761.0  1.8750682672495954e6  1.8777457568489914e6
12761.5  1.8733176025895732e6  1.8775843883692464e6
12762.0  1.8736995646202494e6  1.877423039258353e6
12762.5  1.8732631156316763e6  1.8772616996936859e6
12763.0  1.8747100596398131e6  1.8771003792818794e6
12763.5  1.8744271565662073e6  1.876939068689856e6
12763.999999999998  1.8738213726576038e6  1.876777776750704e6
12764.500000000002  1.8728966517798016e6  1.8766164946812436e6
12765.000000000002  1.872925265543321e6  1.876455231639238e6
12765.500000000002  1.873662522209764e6  1.8762939782106534e6
12766.0  1.872833483731949e6  1.87613274379693e6
12766.5  1.8732338158232232e6  1.8759715190308837e6
12767.0  1.872975465076256e6  1.8758103133567898e6
12767.5  1.8727131819098692e6  1.8756491097487523e6
12768.0  1.8725793383488243e6  1.8754879248830064e6
12768.5  1.872357952066506e6  1.8753267472978912e6
12769.0  1.872134850929532e6  1.87516558846656e6
12769.499999999998  1.8719100196551569e6  1.875004439484473e6
12770.000000000002  1.871683382562215e6  1.8748433093353172e6
12770.500000000002  1.8714548651671563e6  1.8746821889230928e6
12771.0  1.8710323361163863e6  1.8745210874532592e6
12771.5  1.8709919328581332e6  1.8743599956618485e6
12772.0  1.8704684121055107e6  1.874198922865664e6
12772.5  1.870520474825627e6  1.8740378598872225e6
12773.0  1.870281479128336e6  1.8738768158457982e6
12773.5  1.8700403432278235e6  1.8737157818381125e6
12774.0  1.8697482162144987e6  1.873554767106095e6
12774.499999999998  1.8687349763112653e6  1.8733937903872547e6
12775.000000000002  1.868274829270718e6  1.8732328330491537e6
12775.500000000002  1.8674038558292785e6  1.8730720395627832e6
12776.000000000002  1.8687999087285737e6  1.8729112652217895e6
12776.5  1.8685436885581003e6  1.8727505004556803e6
12777.0  1.8682844733666503e6  1.8725897545838975e6
12777.5  1.8680221238503593e6  1.8724290184124894e6
12778.0  1.867668212717271e6  1.8722683010997663e6
12778.5  1.8674875209102242e6  1.8721075898655467e6
12779.0  1.8668882757453616e6  1.8719468976749198e6
12779.5  1.866938788779055e6  1.871786214216039e6
12779.999999999998  1.8666587558335357e6  1.8716255498426487e6
12780.500000000002  1.8663743324925685e6  1.871464895277191e6
12781.000000000002  1.8660849052776657e6  1.8713042594772046e6
12781.5  1.8656795172408598e6  1.8711436332747377e6
12782.0  1.8654227963765084e6  1.8709830260408001e6
12782.5  1.8643658957174248e6  1.8708224283906578e6
12783.0  1.8648793811456426e6  1.8706618497453015e6
12783.5  1.8645651429986486e6  1.870501276301893e6
12784.0  1.8641638418762893e6  1.8703407218888616e6
12784.5  1.8639169866620894e6  1.870180170759518e6
12784.999999999998  1.8635603930177297e6  1.8700196386241622e6
12785.500000000002  1.8628579283120988e6  1.869859116017557e6
12786.000000000002  1.8613611556849484e6  1.8696986124276004e6
12786.500000000002  1.8624397369770154e6  1.8695381184078073e6
12787.0  1.8566651951014148e6  1.869377643323381e6
12787.5  1.8618206568854144e6  1.8692171776375617e6
12788.0  1.8614489435696576e6  1.869056731043935e6
12788.5  1.8610661891141634e6  1.8688962940078028e6
12789.0  1.8606699944379053e6  1.86873587573503e6
12789.5  1.8602501470045554e6  1.868575467264668e6
12790.0  1.8598018045366488e6  1.8684150776094238e6
12790.499999999998  1.859025319906689e6  1.868254697426785e6
12791.000000000002  1.8588465780750122e6  1.8680943363017822e6
12791.500000000002  1.8584762335162763e6  1.8679339847190315e6
12792.0  1.8579492761608053e6  1.8677736520424285e6
12792.5  1.856909886604512e6  1.8676133911274832e6
12793.0  1.6658665378370488e6  1.867453149189019e6
12793.5  1.8562232276513162e6  1.86729314110471e6
12794.0  1.8559940754391882e6  1.8671331521276485e6
12794.5  1.85558863201023e6  1.8669731736206198e6
12795.0  1.8551099336872092e6  1.8668132141909096e6
12795.499999999998  1.8545085545237556e6  1.8666532655930337e6
12796.000000000002  1.8524066696240697e6  1.8664933357967148e6
12796.500000000002  1.8527701358881772e6  1.8663334155937172e6
12797.000000000002  1.8527505096499072e6  1.866173514309541e6
12797.5  1.8520927356118122e6  1.8660136223509763e6
12798.0  1.8492520774186316e6  1.8658537493678166e6
12798.5  1.8507410596007865e6  1.8656938858872429e6
12799.0  1.8500370824466697e6  1.8655340412209788e6
12799.5  1.8491391662684213e6  1.8653742062009503e6
12800.0  1.8484923542393195e6  1.8652143900455048e6
12800.5  1.847598898300654e6  1.8650545854286628e6
12801.000000000002  1.846805036274972e6  1.8648947996247578e6
12801.500000000002  1.8458465831563172e6  1.864735023084705e6
12802.000000000002  1.844833873769804e6  1.8645752654548918e6
12802.5  1.8431409906082172e6  1.864415517549351e6
12803.0  1.7838709815686257e6  1.8642557883522972e6
12803.5  1.8413919335765287e6  1.8640960687027194e6
12804.0  1.840689936940134e6  1.8639363677760318e6
12804.5  1.8394612134510214e6  1.8637766765263039e6
12805.0  1.8383727761962675e6  1.8636170040810823e6
12805.5  1.837064292562017e6  1.863457340912485e6
12805.999999999998  1.8356729843792953e6  1.8632976966548853e6
12806.500000000002  1.8341892493916475e6  1.8631380617954065e6
12807.000000000002  1.832626852757176e6  1.8629784460431086e6
12807.500000000002  1.8309527103907554e6  1.8628188394249997e6
12808.0  1.8292427248242272e6  1.8626592518749032e6
12808.5  1.8272987494186212e6  1.8624996737221344e6
12809.0  1.8252299362158612e6  1.862340114448495e6
12809.5  1.8229677156884547e6  1.8621805645788673e6
12810.0  1.820276091791901e6  1.862021033684771e6
12810.5  1.8005467849461534e6  1.8618615585407598e6
12811.0  1.8133812300752813e6  1.8617021022319836e6
12811.500000000002  1.8092313303777117e6  1.8615428197335915e6
12812.000000000002  1.806397335002439e6  1.8613835562253213e6
12812.500000000002  1.8051352241456918e6  1.861224302267167e6
12813.0  1.8016221974019136e6  1.8610650667997072e6
12813.5  1.7973825631625436e6  1.8609058409321823e6
12814.0  1.792616890407756e6  1.8607466339539401e6
12814.5  1.7871336466225556e6  1.860587436333324e6
12815.0  1.55488808824792e6  1.8604305331285214e6
12815.5  1.7745013984781967e6  1.8602713569585362e6
12816.0  1.7669297249761475e6  1.8601121996291168e6
12816.499999999998  1.7580058761613944e6  1.859953061387203e6
12817.000000000002  1.7477874981270223e6  1.8597939420951554e6
12817.500000000002  1.7358178365429079e6  1.8596348382775905e6
12818.000000000002  1.7211514677768156e6  1.8594757531687734e6
12818.5  1.6963660946556334e6  1.8593166775734453e6
12819.0  1.6793515064825444e6  1.8591576207516445e6
12819.5  1.3889460408142086e6  1.8589985734461572e6
12820.0  1.6083422273602425e6  1.8588395449205085e6
12820.5  1.5472704974368587e6  1.8586805257667545e6
12821.0  1.4407153430412454e6  1.858521525553504e6
12821.5  1.3058789771565758e6  1.8583625341483452e6
12822.000000000002  1.339664195415806e6  1.8582035616841046e6
12822.500000000002  1.4817814116596025e6  1.8580445955072965e6
12823.000000000002  1.569970370158186e6  1.8578856483404054e6
12823.5  1.6231880810659875e6  1.8577267104519932e6
12824.0  1.6605403604548853e6  1.8575677912746936e6
12824.5  1.6872799555490073e6  1.8574088815287866e6
12825.0  1.7062876772710495e6  1.857249990673326e6
12825.5  1.723700046341298e6  1.8570911091457682e6
12826.0  1.7367652880805503e6  1.8569322465210257e6
12826.5  1.7479793924254125e6  1.8567733933947522e6
12826.999999999998  1.756608338720233e6  1.8566145588818844e6
12827.500000000002  1.713310960820046e6  1.8564557757918169e6
12828.000000000002  1.7722564068402462e6  1.8562970115466078e6
12828.500000000002  1.7756603844050989e6  1.8561383217979043e6
12829.0  1.7839015695667446e6  1.8559796508186017e6
12829.5  1.7880755608950441e6  1.8558211595328103e6
12830.0  1.7874291753525247e6  1.8556626868901893e6
12830.5  1.6919046944118938e6  1.8555042236105523e6
12831.0  1.7985602588244788e6  1.8553457788891254e6
12831.5  1.80324306496512e6  1.8551873436425042e6
12832.0  1.8064536745173594e6  1.855028927239602e6
12832.500000000002  1.8091814007201542e6  1.854870522913783e6
12833.000000000002  1.8116085718928515e6  1.8547121372404078e6
12833.500000000002  1.8138095334061617e6  1.8545537761722922e6
12834.0  1.8153878207538894e6  1.854395433958872e6
12834.5  1.8171830209883756e6  1.8542371009511568e6
12835.0  1.4350587318906144e6  1.85407878668489e6
12835.5  1.8204894224607653e6  1.8539204816548112e6
12836.0  1.8221749052339268e6  1.8537621954139424e6
12836.5  1.8235630286532775e6  1.8536039184407247e6
12837.0  1.8248199911786271e6  1.853445660302562e6
12837.499999999998  1.8259569824905265e6  1.853287411284007e6
12838.000000000002  1.8270158322256193e6  1.8531291811544278e6
12838.500000000002  1.8279985059157845e6  1.85297099731142e6
12839.000000000002  1.8289094746957412e6  1.852812832225598e6
12839.5  1.8297578393178128e6  1.8526546958327044e6
12840.0  1.8305483462683433e6  1.8524965779979357e6
12840.5  1.831285295068262e6  1.8523384695929617e6
12841.0  1.831788445664693e6  1.8521803796883493e6
12841.5  1.8326266846956008e6  1.8520222994953794e6
12842.0  1.8315159077811956e6  1.8518642377365006e6
12842.5  1.8336990438461953e6  1.8517061852737733e6
12843.000000000002  1.8341184318608185e6  1.8515481516262344e6
12843.500000000002  1.8341377988847578e6  1.851390131663286e6
12844.000000000002  1.6923876967126979e6  1.851232130364426e6
12844.5  1.8340563179852723e6  1.8510741608135437e6
12845.0  1.8357820865969004e6  1.8509162100241769e6
12845.5  1.836298513576895e6  1.850758268480475e6
12846.0  1.8366577213662819e6  1.8506003457144306e6
12846.5  1.8369729227956028e6  1.8504424581555547e6
12847.0  1.837353460524673e6  1.850284589428071e6
12847.5  1.8321324512690662e6  1.8501269191873823e6
12847.999999999998  1.8377257602437807e6  1.8499692677216216e6
12848.500000000002  1.8376264839891233e6  1.849811625311626e6
12849.000000000002  1.8382959350683072e6  1.8496540016904222e6
12849.5  1.8378226197217584e6  1.8494963918513984e6
12850.0  1.8385603567402381e6  1.8493388006940356e6
12850.5  1.6469382701093988e6  1.8491812212149603e6
12851.0  1.8389046657185797e6  1.849023660347514e6
12851.5  1.8363520207315742e6  1.848866108715276e6
12852.0  1.8393669965828236e6  1.8487085756849574e6
12852.5  1.839486971534672e6  1.8485510517262148e6
12852.999999999998  1.839324373946109e6  1.8483935465830697e6
12853.500000000002  1.839371428940356e6  1.8482360505551517e6
12854.000000000002  1.8397675204044716e6  1.8480785731959294e6
12854.500000000002  1.8398620665834725e6  1.847921105387175e6
12855.0  1.83993213715212e6  1.8477636561521126e6
12855.5  1.8398750037479778e6  1.8476062180981385e6
12856.0  1.840028214664206e6  1.847448798926495e6
12856.5  1.8400725594263838e6  1.8472913889108165e6
12857.0  1.8401100434902643e6  1.84713399747162e6
12857.5  1.8401408101672872e6  1.8469766151899556e6
12858.0  1.840163875089209e6  1.8468192514156392e6
12858.499999999998  1.8400841122557803e6  1.8466618969652667e6
12859.000000000002  1.840172462715932e6  1.8465045613213133e6
12859.500000000002  1.8371296250562565e6  1.846347234602813e6
12860.0  1.8400757969436587e6  1.8461899267361134e6
12860.5  1.840187374581858e6  1.8460326321445787e6
12861.0  1.8399895416894078e6  1.8458753563108037e6
12861.5  1.8401542417943531e6  1.845718092056217e6
12862.0  1.8385141277098407e6  1.8455608466285162e6
12862.5  1.838827221007666e6  1.8454036103509243e6
12863.0  1.8400174291121336e6  1.84524639253097e6
12863.499999999998  1.8400244275581322e6  1.8450891838508572e6
12864.000000000002  1.8399766698763082e6  1.8449319940249089e6
12864.500000000002  1.8398284853093098e6  1.8447748130747532e6
12865.000000000002  1.839854850577894e6  1.84461765083842e6
12865.5  1.83975212848001e6  1.8444607059802515e6
12866.0  1.8323559799858744e6  1.8443037797115932e6
12866.5  1.837813946673337e6  1.8441468669523897e6
12867.0  1.8394915820223412e6  1.843989973106741e6
12867.5  1.8394466727639746e6  1.8438330879351913e6
12868.0  1.839338746981995e6  1.8436762214751597e6
12868.5  1.8393177340895075e6  1.8435193641185143e6
12868.999999999998  1.8392047679968076e6  1.843362525469052e6
12869.500000000002  1.8390709052050845e6  1.843205695797833e6
12870.000000000002  1.8389084129968672e6  1.843048884756653e6
12870.5  1.8387025201785841e6  1.842892082746368e6
12871.0  1.838424310373982e6  1.842735299439083e6
12871.5  1.8380101782919723e6  1.8425785205909181e6
12872.0  1.8372158294887457e6  1.842421760537251e6
12872.5  1.835662884390235e6  1.842265006205147e6
12873.0  1.830890408705925e6  1.842108270611241e6
12873.5  1.792311957756254e6  1.8419515440485256e6
12873.999999999998  1.826242479738284e6  1.8417948363920767e6
12874.500000000002  1.8214041551993308e6  1.8416381375176671e6
12875.000000000002  1.835845789132857e6  1.8414814573708882e6
12875.500000000002  1.8367740049651938e6  1.8413247863207448e6
12876.0  1.8368529472226794e6  1.841168133860964e6
12876.5  1.8375140652036516e6  1.8410114885341113e6
12877.0  1.8370266911434482e6  1.8408548620625422e6
12877.5  1.8375911215115201e6  1.8406982174180301e6
12878.0  1.8373024022010232e6  1.840541591291132e6
12878.5  1.8375105092795254e6  1.8403849742218673e6
12879.0  1.8374410889168875e6  1.8402283758856687e6
12879.500000000002  1.8373600956304579e6  1.84007178668522e6
12880.000000000002  1.837269211792023e6  1.8399152160263404e6
12880.500000000002  1.8371691056931282e6  1.8397586542807189e6
12881.0  1.8369946155008539e6  1.8396021112273354e6
12881.5  1.8363904209896806e6  1.8394455773529815e6
12882.0  1.8364823209220301e6  1.8392890619559304e6
12882.5  1.835998070929415e6  1.8391325554788401e6
12883.0  1.830917663101713e6  1.8389760674111953e6
12883.5  1.8211665070370492e6  1.8388197815221269e6
12884.0  1.834990965855566e6  1.8386635141836663e6
12884.499999999998  1.8349839851982764e6  1.8385073085360748e6
12885.000000000002  1.8358867949632453e6  1.8383511217082886e6
12885.500000000002  1.8357533100132495e6  1.8381949439297016e6
12886.000000000002  1.8359386625249314e6  1.8380387847211757e6
12886.5  1.8358342073704137e6  1.8378826345036547e6
12887.0  1.835685380389009e6  1.8377265027889067e6
12887.5  1.8354857040131348e6  1.8375703802364815e6
12888.0  1.8323265661897962e6  1.8374142761275463e6
12888.5  1.8342523216475244e6  1.8372581812059565e6
12889.0  1.8338358427171228e6  1.8371021047771212e6
12889.5  1.8349685216948714e6  1.8369460373502641e6
12890.000000000002  1.8350039254385906e6  1.8367899885063618e6
12890.500000000002  1.83256397581374e6  1.8366339486847313e6
12891.000000000002  1.8347400874325023e6  1.8364779274274088e6
12891.5  1.8346347657859838e6  1.8363219150942543e6
12892.0  1.83452439933567e6  1.8361659215106044e6
12892.5  1.8335873732414853e6  1.836009936819851e6
12893.0  1.8342387216075119e6  1.8358539707450776e6
12893.5  1.834010392703166e6  1.8356980042089387e6
12894.0  1.8338849566648947e6  1.8355420566015788e6
12894.5  1.8338575335588122e6  1.8353861065755726e6
12894.999999999998  1.8336229595962523e6  1.8352301748480932e6
12895.500000000002  1.8332716011875544e6  1.835074252270205e6
12896.000000000002  1.8333431556044954e6  1.8349183481428095e6
12896.500000000002  1.8311654568471934e6  1.8347624531420618e6
12897.0  1.8329642355351981e6  1.8346065766960047e6
12897.5  1.8326767531730891e6  1.8344507091470584e6
12898.0  1.8310036416474904e6  1.8342948601304495e6
12898.5  1.8286202268766863e6  1.8341390201160817e6
12899.0  1.8315087888232453e6  1.833983198862109e6
12899.5  1.8088161224014116e6  1.833827386098704e6
12900.0  1.8295482677879091e6  1.833671591664956e6
12900.500000000002  1.8226801555895e6  1.8335158062777657e6
12901.000000000002  1.8268588506721095e6  1.8333600393808903e6
12901.500000000002  1.8304293331152506e6  1.8332043600036846e6
12902.0  1.8298415392595686e6  1.8330486990133594e6
12902.5  1.8268557199771733e6  1.8328931102530626e6
12903.0  1.7957591961397245e6  1.8327375401563037e6
12903.5  1.750998372574999e6  1.83258197890118e6
12904.0  1.8233375113003815e6  1.8324264363249335e6
12904.5  1.828459135450647e6  1.8322709021364762e6
12905.0  1.828776168679675e6  1.8321153864833198e6
12905.499999999998  1.8272657475155478e6  1.831959878964231e6
12906.000000000002  1.830143750307736e6  1.831804390044452e6
12906.500000000002  1.8083402110123325e6  1.831648910096997e6
12907.000000000002  1.8281987931234685e6  1.8314934485929962e6
12907.5  1.8285631992417588e6  1.8313379960924329e6
12908.0  1.8297889471295283e6  1.8311825620188122e6
12908.5  1.8298426096152256e6  1.8310271371041662e6
12909.0  1.8297475216453415e6  1.830871730667826e6
12909.5  1.8296011495452179e6  1.830716340115577e6
12910.0  1.8295078443986063e6  1.830560961195312e6
12910.5  1.8293630429702315e6  1.830405580474859e6
12911.000000000002  1.8274820924049646e6  1.8302502184832834e6
12911.500000000002  1.813777901326428e6  1.830094862549077e6
12912.000000000002  1.8283407434229571e6  1.8299395250290434e6
12912.5  1.7072239082387078e6  1.8297841965946462e6
12913.0  1.827532791735176e6  1.829628886619622e6
12913.5  1.7939038921918382e6  1.8294735855751422e6
12914.0  1.826794566765481e6  1.8293183030739857e6
12914.5  1.8280918869815306e6  1.8291630295777707e6
12915.0  1.828006650742311e6  1.8290077743334433e6
12915.5  1.8278613181297784e6  1.8288525279974516e6
12915.999999999998  1.8274228294321147e6  1.8286973000550182e6
12916.500000000002  1.8263573297840573e6  1.8285420799615928e6
12917.000000000002  1.8256890637644164e6  1.8283868783418068e6
12917.500000000002  1.8265580174266857e6  1.8282316857287395e6
12918.0  1.827039928998806e6  1.8280765115693132e6
12918.5  1.8258929652699572e6  1.8279213465479198e6
12919.0  1.82691220976443e6  1.8277661998427506e6
12919.5  1.826670208434041e6  1.827611124471871e6
12920.0  1.8263529609642657e6  1.8274560677497622e6
12920.5  1.8249947434142898e6  1.8273012018889098e6
12921.0  1.8184202395223116e6  1.8271463546090554e6
12921.500000000002  1.8255463718275337e6  1.8269915165381383e6
12922.000000000002  1.8260188220291743e6  1.8268366968055344e6
12922.500000000002  1.8258671645606929e6  1.8266818864852916e6
12923.0  1.8254762348065698e6  1.8265270943250798e6
12923.5  1.762950348843371e6  1.826372311224264e6
12924.0  1.8232895316467595e6  1.8262175466944487e6
12924.5  1.8253572463412231e6  1.8260627907514928e6
12925.0  1.82334682146694e6  1.8259080533210572e6
12925.5  1.823799430197403e6  1.8257533251435163e6
12926.0  1.8242876938239909e6  1.8255986152334837e6
12926.499999999998  1.8247788554071973e6  1.8254439133040267e6
12927.000000000002  1.8246301946604413e6  1.8252892300985407e6
12927.500000000002  1.8243944366997443e6  1.8251345492719244e6
12928.0  1.824331407241247e6  1.824979886986433e6
12928.5  1.8228456058619223e6  1.824825233531338e6
12929.0  1.824027593868777e6  1.8246705986891023e6
12929.5  1.823057064511585e6  1.8245159725375478e6
12930.0  1.8237235526084518e6  1.824361364887877e6
12930.5  1.8235803609993162e6  1.8242067659966978e6
12931.0  1.8232437424117415e6  1.8240521856756634e6
12931.5  1.8231609720375282e6  1.8238976141101322e6
12932.000000000002  1.82261956789716e6  1.823743061139086e6
12932.500000000002  1.6757233474540962e6  1.8235885161735439e6
12933.000000000002  1.8220058839834621e6  1.8234339896273406e6
12933.5  1.8225604273447248e6  1.8232794712376315e6
12934.0  1.822393051534601e6  1.82312497117431e6
12934.5  1.8154547643657841e6  1.822970480233027e6
12935.0  1.819700278487266e6  1.8228160073365187e6
12935.5  1.8219247960481204e6  1.822661543629068e6
12936.0  1.8210122560397226e6  1.8225070981870117e6
12936.5  1.6218879243856063e6  1.822352661673822e6
12936.999999999998  1.8204488678582741e6  1.8221982436071055e6
12937.500000000002  1.8207023338829938e6  1.8220438344117012e6
12938.000000000002  1.8136958482098922e6  1.8218894434870307e6
12938.5  1.7684734900067495e6  1.8217352232019657e6
12939.0  1.8200264473801488e6  1.8215810211870333e6
12939.5  1.8203900628294433e6  1.821426842390573e6
12940.0  1.820038472210432e6  1.8212726818015273e6
12940.5  1.6530896047229182e6  1.8211185300688925e6
12941.0  1.8194499691494706e6  1.8209643967804804e6
12941.5  1.8190879119763782e6  1.8208102722957372e6
12941.999999999998  1.8177644627803338e6  1.8206561659964507e6
12942.500000000002  1.8163955416516524e6  1.8205020687587236e6
12943.000000000002  1.8097331592441567e6  1.820347989910264e6
12943.500000000002  1.7864941631924815e6  1.8201939183867357e6
12944.0  1.8100268291869294e6  1.820039865045982e6
12944.5  1.664587733735812e6  1.8198858176997746e6
12945.0  1.8142913600403466e6  1.8197317885341533e6
12945.5  1.817285867856845e6  1.8195777684399341e6
12946.0  1.8171295616047687e6  1.8194237665929901e6
12946.5  1.8180912628473616e6  1.8192697735225917e6
12947.0  1.818115104683986e6  1.819115798817318e6
12947.499999999998  1.8181396525153301e6  1.8189618330084148e6
12948.000000000002  1.8180697389533147e6  1.8188078856946463e6
12948.500000000002  1.8179756597238104e6  1.8186539469458233e6
12949.0  1.8178655566353726e6  1.8185000267916513e6
12949.5  1.7893068448258666e6  1.818346114238334e6
12950.0  1.811154828703566e6  1.8181922199364037e6
12950.5  1.8167119009526707e6  1.8180383340789236e6
12951.0  1.81732145615067e6  1.8178844665629189e6
12951.5  1.8171512997233917e6  1.8177306079714883e6
12952.0  1.8088018345388675e6  1.8175767678163496e6
12952.499999999998  1.8165651269026184e6  1.8174229363617187e6
12953.000000000002  1.814008002530987e6  1.8172691232856703e6
12953.500000000002  1.789704063706764e6  1.8171153189746782e6
12954.000000000002  1.815672165706825e6  1.8169615329997204e6
12954.5  1.800298019538134e6  1.816807755749955e6
12955.0  1.8161261655594995e6  1.8166539968831728e6
12955.5  1.8157907718132471e6  1.8165002461616285e6
12956.0  1.8157506698867178e6  1.816346514023146e6
12956.5  1.8157728509485975e6  1.8161929164579366e6
12957.0  1.8156212687573868e6  1.8160393372755826e6
12957.5  1.8154713642557473e6  1.8158858837454391e6
12957.999999999998  1.8153095961967362e6  1.8157324485008141e6
12958.500000000002  1.815098518912138e6  1.8155790220811998e6
12959.000000000002  1.812533675108237e6  1.815425614114436e6
12959.5  1.813879098656099e6  1.815272214570956e6
12960.0  1.8140289563356126e6  1.8151188336945751e6
12960.5  1.814509775493951e6  1.8149656510217572e6
12961.0  1.8144228777346697e6  1.8148124865607766e6
12961.5  1.8135024952539804e6  1.8146594749397717e6
12962.0  1.8141717821908938e6  1.814506481781824e6
12962.5  1.8138411768973172e6  1.814353488875654e6
12962.999999999998  1.8138766255748118e6  1.8142005142197825e6
12963.500000000002  1.8137307144456634e6  1.814047540135128e6
12964.000000000002  1.8067796797765794e6  1.8138945844723019e6
12964.500000000002  1.8134305856527304e6  1.8137416294613287e6
12965.0  1.8132804353815648e6  1.8135886924935977e6
12965.5  1.8125717096190492e6  1.8134357566576013e6
12966.0  1.8121810421469298e6  1.8132828389859067e6
12966.5  1.8121943122881071e6  1.81312919728934e6
12967.0  1.8125245880427964e6  1.8129755736051197e6
12967.5  1.8125268776053763e6  1.812821920164977e6
12968.0  1.8104444057683381e6  1.8126682849884552e6
12968.500000000002  1.8122246036119002e6  1.8125146573720314e6
12969.000000000002  1.8120734330546446e6  1.812361047889452e6
12969.500000000002  1.811922235056328e6  1.8122074459520213e6
12970.0  1.8117570173457656e6  1.8120538620907487e6
12970.5  1.811609782366131e6  1.8119002859237788e6
12971.0  1.8114546008045098e6  1.8117467279811688e6
12971.5  1.8109119681096626e6  1.8115932926809501e6
12972.0  1.8114068113621194e6  1.8114398756285221e6
12972.5  1.8111507219051598e6  1.8112866896987269e6
12973.0  1.8109807223492556e6  1.811133521831007e6
12973.499999999998  1.8105477613901985e6  1.8109803628487003e6
12974.000000000002  1.71980307201398e6  1.810827221806601e6
12974.500000000002  1.8094512802411169e6  1.8106740977542233e6
12975.000000000002  1.8103331457275567e6  1.8105209919675307e6
12975.5  1.8102921856841939e6  1.8103679905613656e6
12976.0  1.809893432168693e6  1.810215007358714e6
12976.5  1.8099548787149393e6  1.8100620330942185e6
12977.0  1.8097734281982004e6  1.8099090769017315e6
12977.5  1.8095089691981904e6  1.809756124141005e6
12978.0  1.8030740835129821e6  1.8096031895436854e6
12978.5  1.8050140652395017e6  1.8094502617370826e6
12979.000000000002  1.8048993149982921e6  1.809297352200194e6
12979.500000000002  1.0820513674052546e6  1.809144451290009e6
12980.000000000002  1.8060764391715385e6  1.8089915686971976e6
12980.5  1.7998343095267455e6  1.8088386946661691e6
12981.0  1.7993702213575654e6  1.8086858388708134e6
12981.5  1.8079985832596156e6  1.808532991678331e6
12982.0  1.8079703283513344e6  1.8083801629863475e6
12982.5  1.807748675792176e6  1.8082273505567806e6
12983.0  1.7891023355380788e6  1.8080745565988745e6
12983.5  1.8065256607015198e6  1.8079218379690363e6
12983.999999999998  1.8073691595204738e6  1.8077691378342179e6
12984.500000000002  1.807422017569716e6  1.8076164465581344e6
12985.000000000002  1.807287081458035e6  1.8074637733263294e6
12985.500000000002  1.806553516423157e6  1.8073111089632872e6
12986.0  1.807091375791039e6  1.8071584627254307e6
12986.5  1.8068842382281753e6  1.8070058253911994e6
12987.0  1.806702655844393e6  1.8068532062501993e6
12987.5  1.806700397914148e6  1.8067005957757216e6
12988.0  1.8065478055021332e6  1.8065480035371594e6
12988.5  1.8059211043778607e6  1.8063954272080846e6
12989.0  1.8062426706734982e6  1.8062428690564372e6
12989.500000000002  1.8060901286454813e6  1.8060903272030908e6
12990.000000000002  1.7977475655708597e6  1.8059378035553328e6
12990.500000000002  1.8057297774027379e6  1.8057852886805604e6
12991.0  1.803910597555411e6  1.8056327919906948e6
12991.5  1.8053867517078703e6  1.8054803041099932e6
12992.0  1.8053276349009315e6  1.8053278343375644e6
12992.5  1.8051751737761635e6  1.8051753733896483e6
12993.0  1.8049441713482856e6  1.805022930747699e6
12993.5  1.8047997152301606e6  1.804870635044382e6
12994.0  1.8047181574742715e6  1.8047183576189866e6
12994.499999999998  1.8045659912935141e6  1.8045661916156248e6
12995.000000000002  1.8032404873522357e6  1.8044140437753862e6
12995.500000000002  1.804261703834798e6  1.804261904511791e6
12996.000000000002  1.8040726815148576e6  1.8041097834672628e6
12996.5  1.8036193942803564e6  1.8039576710265635e6
12997.0  1.803805375548976e6  1.8038055767585766e6
12997.5  1.803653289769941e6  1.803653491157144e6
12998.0  1.8035012222300118e6  1.8035014237948528e6
12998.5  1.8033491633631848e6  1.803349365105758e6
12999.0  1.802966351325218e6  1.8031973247359109e6
12999.5  1.8029726410129156e6  1.8030452917362244e6
13000.000000000002  1.8028930747164395e6  1.8028932769928356e6
13000.500000000002  1.8027410643000698e6  1.8027412667545609e6
13001.000000000002  1.8022900102497756e6  1.8025892745958753e6
13001.5  1.8020944189211247e6  1.8024372911034091e6
13002.0  1.7934217368710097e6  1.8022853258219622e6
13002.5  1.8020594992833438e6  1.8021333693061264e6
13003.0  1.8015748771493433e6  1.8019814309328985e6
13003.5  1.8014681931706779e6  1.8018295012033142e6
13004.0  1.8015495549407566e6  1.8016775897892022e6
13004.5  1.7952686409242146e6  1.8015256869196498e6
13004.999999999998  1.740951412916886e6  1.801373802196516e6
13005.500000000002  1.8002580610576821e6  1.80122192055144e6
13006.000000000002  1.8005482310711567e6  1.8010700572114487e6
13006.500000000002  1.800348496935467e6  1.8009181983316496e6
13007.0  1.80076613541185e6  1.8007663577959929e6
13007.5  1.800464029087926e6  1.800614525600676e6
