# Stellar spectrum generated with Kurucz-Korg pipeline
# Teff=5777.0 K, logg=4.44, [Fe/H]=0.0, [α/Fe]=0.0
# Wavelength(Angstrom)  Flux  Continuum
9872.5  3.2796300494975015e6  3.2799103898778763e6
9873.0  3.277575159003422e6  3.2795577835870343e6
9873.5  3.2781331148021882e6  3.2792050253281156e6
9874.0  3.2778118661655947e6  3.278852304921707e6
9874.5  3.273804485889362e6  3.2784999232694563e6
9875.0  3.1799794169103582e6  3.278147579740397e6
9875.5  3.2733142328779465e6  3.2777951907415665e6
9876.0  3.2757613142843246e6  3.2774428397476613e6
9876.5  3.2766526984726246e6  3.2770903539959495e6
9877.0  3.261161535866934e6  3.276737906114162e6
9877.5  3.276225515823998e6  3.276385626746636e6
9878.0  3.275881810347819e6  3.2760333851236617e6
9878.5  3.275536855536743e6  3.2756812291314965e6
9879.0  3.275224834820005e6  3.275329110649929e6
9879.5  3.272591680156548e6  3.274976871934546e6
9880.0  3.2745404499651487e6  3.274624670891362e6
9880.5  3.2741921488747974e6  3.2742738351356676e6
9881.0  3.273714258000743e6  3.273923036608342e6
9881.5  3.272600789077603e6  3.2735744203250706e6
9882.0  3.2731597331091007e6  3.2732258411120563e6
9882.5  3.2728074042136217e6  3.2728772526550437e6
9883.0  3.2723819778295094e6  3.2725287012483883e6
9883.5  3.2721022139671706e6  3.272180911199574e6
9884.0  3.2652356592159155e6  3.271833158218146e6
9884.5  3.26744230115199e6  3.2714972249976494e6
9885.0  3.2705048265450564e6  3.271157904237894e6
9885.5  3.270685904875287e6  3.2708184949887507e6
9886.0  3.2702492513958043e6  3.2704791205335064e6
9886.5  3.269980938254309e6  3.2701396596458126e6
9887.0  3.2696189328238177e6  3.2698002340564476e6
9887.5  3.2692444551404794e6  3.2694610350840474e6
9888.0  3.26884581052494e6  3.269121871164935e6
9888.5  3.2682725935396594e6  3.2687826778293424e6
9889.0  3.2669159489065125e6  3.268443519268482e6
9889.5  3.2619708774591656e6  3.2681042660578205e6
9890.0  3.25814560077979e6  3.267765048033567e6
9890.5  3.265707947958172e6  3.2674260093436777e6
9891.0  3.2642978641754645e6  3.2670870057179234e6
9891.5  3.2458951854398986e6  3.2667482971485984e6
9892.0  3.246292334033286e6  3.266409623798028e6
9892.5  3.260771063308662e6  3.2660708469914407e6
9893.0  3.2419133955066446e6  3.265732105116511e6
9893.5  3.2012142916690283e6  3.265393394799997e6
9894.0  3.258330747352222e6  3.265054719676112e6
9894.5  2.9328381609320533e6  3.2647162435800033e6
9895.0  3.261574313344944e6  3.2643778026393186e6
9895.5  3.262681118949055e6  3.2640392459700042e6
9896.0  3.261665225143854e6  3.26370072376917e6
9896.5  3.260015619005865e6  3.26336199111167e6
9897.0  3.259567517513264e6  3.2630232931380626e6
9897.5  3.249319748615945e6  3.262681530910088e6
9898.0  3.258006408212277e6  3.2623398044075393e6
9898.5  3.2575895771183926e6  3.2619980822722637e6
9899.0  3.259412355791317e6  3.2616563962435788e6
9899.5  3.258206015722972e6  3.2613147145496015e6
9900.0  3.256337607547197e6  3.2609730688607595e6
9900.5  3.2502006492335238e6  3.260629696205017e6
9901.0  3.2356030565911517e6  3.260286359520089e6
9901.5  3.1854991908506174e6  3.2599426413712725e6
9902.0  2.8107201354586496e6  3.2595989597172877e6
9902.5  3.156754915609967e6  3.2592554625348183e6
9903.0  3.234535732033421e6  3.2589120016609346e6
9903.5  3.246232283608377e6  3.258568566642399e6
9904.0  3.2521976610557614e6  3.2582251676314333e6
9904.5  3.2539563824239364e6  3.257881794593529e6
9905.0  3.253115144675568e6  3.2575384578828868e6
9905.5  3.2549799172024736e6  3.2571951497177524e6
9906.0  3.2548328920648564e6  3.2568518776375363e6
9906.5  3.247915814059392e6  3.256508629475251e6
9907.0  3.242120737642648e6  3.2561654176528878e6
9907.5  3.252827172490497e6  3.2558222162534124e6
9908.0  3.247695398992568e6  3.2554790513616214e6
9908.5  3.0638396470025675e6  3.255135914934519e6
9909.0  3.2430782946572187e6  3.2547928149217633e6
9909.5  3.2488013191738687e6  3.254449743507501e6
9910.0  3.252403104812361e6  3.25410670823419e6
9910.5  3.251724135497197e6  3.2537637038278687e6
9911.0  3.252590247790517e6  3.2534207350885863e6
9911.5  3.2523042419801746e6  3.2530777955325507e6
9912.0  3.2514798441737043e6  3.252734891996403e6
9912.5  3.086318985651126e6  3.252392212416286e6
9913.0  3.243361021184182e6  3.2520495690593813e6
9913.5  3.250814579199251e6  3.2517070263745114e6
9914.0  3.2497193638489684e6  3.251364519853499e6
9914.5  3.2499689204511167e6  3.2510220338022937e6
9915.0  3.24542661883797e6  3.2506795837188167e6
9915.5  3.216592986302793e6  3.250337162463817e6
9916.0  3.087395226518355e6  3.2499947770320955e6
9916.5  3.247208628363231e6  3.2496523935444946e6
9917.0  3.247171347121237e6  3.249310046126126e6
9917.5  3.2461624906827044e6  3.2489676846207143e6
9918.0  3.221694255461802e6  3.24862535917425e6
9918.5  3.208120923607722e6  3.2482830619305996e6
9919.0  3.242930825494043e6  3.2479408006378813e6
9919.5  3.246512065813315e6  3.2475985467226612e6
9920.0  3.246765907610548e6  3.2472563286835705e6
9920.5  3.246417493295716e6  3.2469139639639133e6
9921.0  3.2449717155283913e6  3.24657163527786e6
9921.5  3.2455600672474513e6  3.246229331583992e6
9922.0  3.245660720780265e6  3.2458870640298044e6
9922.5  3.245269829777658e6  3.2455448214925593e6
9923.0  3.243362378167369e6  3.2452026150747733e6
9923.5  3.2443864252497894e6  3.2448607629593206e6
9924.0  3.2360092645601346e6  3.2445189472162738e6
9924.5  3.239643699192946e6  3.244177192807448e6
9925.0  3.243123557100113e6  3.2438354745938415e6
9925.5  3.243018548844635e6  3.2434937811310743e6
9926.0  3.2348224088957296e6  3.243152123811948e6
9926.5  3.240934338837623e6  3.2428110189564805e6
9927.0  3.229718657652982e6  3.2424699503779407e6
9927.5  3.2416546624241425e6  3.242129291203892e6
9928.0  3.233767329154559e6  3.2417886680075414e6
9928.5  3.241283152515985e6  3.2414479891537707e6
9929.0  3.240939280916097e6  3.24110734607871e6
9929.5  3.181806593942577e6  3.2407664902890828e6
9930.0  3.2093864048644765e6  3.240425670892295e6
9930.5  3.2397493342486825e6  3.2400843600429306e6
9931.0  3.2386301619550125e6  3.239743085133284e6
9931.5  3.2385670060057896e6  3.2394018355191443e6
9932.0  3.23835442152643e6  3.2390606218210375e6
9932.5  3.238334541251776e6  3.238719433646933e6
9933.0  3.225193125893802e6  3.2383782814342943e6
9933.5  3.23590800223251e6  3.238037188964569e6
9934.0  3.0716618463368993e6  3.2376961322967103e6
9934.5  3.2269251920965286e6  3.237355358832054e6
9935.0  3.224826981636416e6  3.237014621074116e6
9935.5  3.235998613199955e6  3.2366739088366893e6
9936.0  3.235972369346644e6  3.236333232439884e6
9936.5  3.2355212195628625e6  3.23599255489632e6
9937.0  3.235262786068792e6  3.235651913017904e6
9937.5  3.2350976022482486e6  3.235311283664369e6
9938.0  3.2347694227260295e6  3.234970690291144e6
9938.5  3.2344394217480076e6  3.2346301221666746e6
9939.0  3.233916893284152e6  3.234289590000166e6
9939.5  3.23301973502038e6  3.23394971688317e6
9940.0  3.2308731882841275e6  3.23360987975566e6
9940.5  3.2324448294228297e6  3.233271094167261e6
9941.0  3.2327182331215884e6  3.232932343935127e6
9941.5  3.2165529638899e6  3.232593572520095e6
9942.0  3.2320051613132763e6  3.232254836964741e6
9942.5  3.2316194451507367e6  3.2319159637417244e6
9943.0  3.231155770020372e6  3.2315771261384864e6
9943.5  3.228990580967094e6  3.231236893032977e6
9944.0  3.1421633386947224e6  3.2308966960111214e6
9944.5  3.228725798033502e6  3.230556594180645e6
9945.0  3.215537954870424e6  3.2302165282702036e6
9945.5  3.2273711336546433e6  3.229876698250063e6
9946.0  3.2286360359178847e6  3.2295369039832396e6
9946.5  3.2280717444780376e6  3.2291971424613097e6
9947.0  3.0832385207196763e6  3.228857416690395e6
9947.5  3.2277239239944005e6  3.228517718811729e6
9948.0  3.227898049907822e6  3.228178056846728e6
9948.5  3.2272300169380642e6  3.227838420507454e6
9949.0  3.16618821460777e6  3.227498820091794e6
9949.5  3.2254126697421344e6  3.2271592531482107e6
9950.0  3.2252431517183026e6  3.2268197221509586e6
9950.5  3.225574492759132e6  3.226480225622906e6
9951.0  3.2255695990185644e6  3.226140765101673e6
9951.5  3.224791307177974e6  3.2258013302378594e6
9952.0  3.223686473671044e6  3.225461931162904e6
9952.5  3.207249475925529e6  3.225122571400061e6
9953.0  3.2210249835496056e6  3.2247832473585415e6
9953.5  3.178401413421857e6  3.224444011972171e6
9954.0  3.1273000509717246e6  3.224104812450826e6
9954.5  3.2151352098386027e6  3.2237656398149324e6
9955.0  3.2195488747028774e6  3.223426502807908e6
9955.5  3.2214612976463926e6  3.2230875370745603e6
9956.0  3.2195106460198774e6  3.2227486070037363e6
9956.5  3.22125786809078e6  3.2224201266623493e6
9957.0  3.221311935441157e6  3.2220916800575345e6
9957.5  3.221270390811087e6  3.2217645873207506e6
9958.0  3.2142517975555668e6  3.221437528094652e6
9958.5  3.220327874268241e6  3.22111028314804e6
9959.0  3.1640820058163693e6  3.2207830717097595e6
9959.5  3.21803631195176e6  3.2204501299213218e6
9960.0  3.2163071326515083e6  3.2201172226262507e6
9960.5  3.19570129659578e6  3.2197799727155743e6
9961.0  3.2155702365868883e6  3.2194427580870115e6
9961.5  3.2099512695498993e6  3.2191055694421846e6
9962.0  3.203440841014879e6  3.218768416218467e6
9962.5  3.217423466752209e6  3.2184311811489062e6
9963.0  3.216454455318461e6  3.21809398163336e6
9963.5  3.2122667821955737e6  3.217756488447971e6
9964.0  2.8735244222185463e6  3.217419030829399e6
9964.5  3.2113490822066646e6  3.217081598663227e6
9965.0  3.215055412568709e6  3.216744202011987e6
9965.5  3.2147349209281127e6  3.2164068308964237e6
9966.0  3.2149004990941975e6  3.21606949541259e6
9966.5  3.2151684767103978e6  3.2157324068661714e6
9967.0  3.2149334254756314e6  3.2153953539716224e6
9967.5  3.2113880940238787e6  3.215058468716747e6
9968.0  3.2143332908933447e6  3.2147216188131124e6
9968.5  3.214003561851505e6  3.214384794664197e6
9969.0  3.2132742013131212e6  3.2140480058657397e6
9969.5  3.213348865748913e6  3.213711251988485e6
9970.0  3.1498877903063376e6  3.213374533562741e6
9970.5  3.212614292894731e6  3.213037845981011e6
9971.0  3.2120992161251158e6  3.2127011937835542e6
9971.5  3.2102152224952346e6  3.2123645672218506e6
9972.0  3.18564151239582e6  3.2120279760295507e6
9972.5  3.2108151863722983e6  3.2116914132191613e6
9973.0  3.0999731358470125e6  3.2113548858291926e6
9973.5  3.2098466032345584e6  3.2110183903796393e6
9974.0  3.210109365943e6  3.2106819303082926e6
9974.5  3.2075198402389437e6  3.210345495844086e6
9975.0  3.2095929419650314e6  3.210009096508877e6
9975.5  3.209045752821438e6  3.209672722817197e6
9976.0  3.1205464516450507e6  3.209336384424179e6
9976.5  3.205540970898943e6  3.209000072569305e6
9977.0  3.208284898749454e6  3.2086637960837632e6
9977.5  3.2074932110957676e6  3.2083277094522524e6
9978.0  3.207599971311426e6  3.207991658497995e6
9978.5  3.207257377438815e6  3.2076557434061137e6
9979.0  3.2066220234100106e6  3.2073198641965743e6
9979.5  3.170516880750577e6  3.206983997688556e6
9980.0  3.206135222494793e6  3.206648166338742e6
9980.5  3.204708722298969e6  3.206312354224966e6
9981.0  3.202804324374702e6  3.205976577544102e6
9981.5  3.2051146450051307e6  3.205640825705149e6
9982.0  3.20484491648017e6  3.205305109557317e6
9982.5  3.2043905463120462e6  3.2049694209042727e6
9983.0  3.202643457962814e6  3.204633767634136e6
9983.5  3.201933820650004e6  3.2042981438307012e6
9984.0  3.1757541946813813e6  3.2039625553950914e6
9984.5  3.2024833669316825e6  3.2036269922335544e6
9985.0  3.198873291658904e6  3.2032914642437757e6
9985.5  3.200984099004648e6  3.202955961190728e6
9986.0  3.11073541856887e6  3.202620493616408e6
9986.5  3.200878515025657e6  3.202285050131986e6
9987.0  3.2010415520041813e6  3.201949642023992e6
9987.5  3.2007082162280376e6  3.20161425870322e6
9988.0  3.200150479639573e6  3.2012789109786274e6
9988.5  3.1988295245290664e6  3.200943831407277e6
9989.0  3.181062755395555e6  3.2006087871556836e6
9989.5  3.19010043398924e6  3.2002739058003593e6
9990.0  3.1980886500586243e6  3.199939059400273e6
9990.5  3.197069983016083e6  3.199604244420836e6
9991.0  3.1983520473699076e6  3.199269464917045e6
9991.5  3.1978680554756452e6  3.198934710076389e6
9992.0  3.1973040496233446e6  3.198599990454372e6
9992.5  3.1602667202761495e6  3.1982652999847024e6
9993.0  3.1970100738759837e6  3.19793064475718e6
9993.5  3.1966470323015167e6  3.197596021733955e6
9994.0  3.169976823642188e6  3.19726143405475e6
9994.5  3.1955797008328876e6  3.1969268709915336e6
9995.0  3.194471743182058e6  3.196592343154998e6
9995.5  3.188685829164063e6  3.1962578406129014e6
9996.0  2.698920846115579e6  3.195923373331426e6
9996.5  3.190665001996295e6  3.1955889453047975e6
9997.0  3.193004506101327e6  3.195254552714013e6
9997.5  3.1934861826977283e6  3.19492018472828e6
9998.0  3.1932330333251557e6  3.1945858518700143e6
9998.5  3.192145038293381e6  3.194251543543985e6
9999.0  3.1894857132442957e6  3.193917270500104e6
9999.5  3.1748910396061214e6  3.193583137269298e6
10000.0  3.19065342441752e6  3.193249039290885e6
10000.5  3.1860151309660226e6  3.192914925230917e6
10001.0  3.1907092165234014e6  3.1925808465925427e6
10001.5  3.1907686186277205e6  3.192246794295657e6
10002.0  3.190848258268097e6  3.1919127776469425e6
10002.5  3.1883277815282755e6  3.1915787411113046e6
10003.0  3.1896649669200727e6  3.1912447397012063e6
10003.5  3.186824944961143e6  3.190910685566692e6
10004.0  3.1375315357725136e6  3.1905766662983764e6
10004.5  3.1882343486348386e6  3.190242675398148e6
10005.0  3.188136610844235e6  3.189908719581988e6
10005.5  3.188235954595626e6  3.189574792504694e6
10006.0  3.187214394008653e6  3.1892409008039883e6
10006.5  3.1871736902898937e6  3.1889070619472014e6
10007.0  3.1862223289341223e6  3.1885732582108094e6
10007.5  3.1868583947722064e6  3.1882394829255315e6
10008.0  3.1850614214330055e6  3.187905742627033e6
10008.5  3.1855773205273715e6  3.1875720306399465e6
10009.0  3.1857521215565633e6  3.187238353780981e6
10009.5  3.181961648620335e6  3.186904687952903e6
10010.0  3.1572617598247393e6  3.18657105771449e6
10010.5  3.184625416226972e6  3.18623771197184e6
10011.0  3.1842457729353155e6  3.185904401723399e6
10011.5  3.1838551509270994e6  3.1855712170658563e6
10012.0  3.183418344158229e6  3.1852380677349707e6
10012.5  3.181553646282541e6  3.1849049020452164e6
10013.0  3.182610187683287e6  3.1845717712327857e6
10013.5  3.1823196555763683e6  3.184238582939922e6
10014.0  3.181926811168937e6  3.183905429827971e6
10014.5  3.026198270936294e6  3.183572304910304e6
10015.0  3.1810418964546677e6  3.1832392152484446e6
10015.5  3.1807322012227587e6  3.182906153362132e6
10016.0  3.1803238279319443e6  3.182573127000019e6
10016.5  3.177079775189583e6  3.182240117967777e6
10017.0  3.1793666043377137e6  3.1819071438160418e6
10017.5  3.178874668449848e6  3.181574197963163e6
10018.0  3.178658233608182e6  3.1812412871609777e6
10018.5  3.178247389981791e6  3.1809084043948525e6
10019.0  3.1778277064850205e6  3.180575556902138e6
10019.5  3.174613090395984e6  3.1802427365098386e6
10020.0  3.176955306529443e6  3.1799099513403215e6
10020.5  3.17642489737929e6  3.1795771936917943e6
10021.0  3.175835262003706e6  3.1792444712685356e6
10021.5  3.1621690296831205e6  3.178911973382153e6
10022.0  3.172576084462106e6  3.178579510455585e6
10022.5  3.0490565676420433e6  3.178247148133858e6
10023.0  3.174071200478084e6  3.177914820777402e6
10023.5  3.1737806457947805e6  3.177582518005771e6
10024.0  3.172644064687653e6  3.177250250219641e6
10024.5  3.1723037165061873e6  3.176918010411293e6
10025.0  3.1668916075066943e6  3.1765858056199425e6
10025.5  3.171724206581147e6  3.1762536289246376e6
10026.0  3.168856371922873e6  3.175921487257617e6
10026.5  3.1705787074114676e6  3.175589371778652e6
10027.0  3.169844387311476e6  3.175257291288062e6
10027.5  3.1687435072395327e6  3.174925238910712e6
10028.0  3.14472833778578e6  3.174593221367961e6
10028.5  2.4889023219769527e6  3.1742612318714815e6
10029.0  3.164497092524282e6  3.1739292774087708e6
10029.5  3.1666375071357433e6  3.1735976725089024e6
10030.0  3.165600935993796e6  3.173266102719205e6
10030.5  3.1658715151483943e6  3.172934777000277e6
10031.0  3.165263773438147e6  3.172603485965736e6
10031.5  3.1642629112006994e6  3.1722722167388196e6
10032.0  3.1639050111114006e6  3.1719409826481845e6
10032.5  3.162923922876655e6  3.171609686625775e6
10033.0  3.1533145339098824e6  3.1712784256142834e6
10033.5  3.1604400029239533e6  3.170946806177104e6
10034.0  3.1596842775391713e6  3.1706152220165734e6
10034.5  3.1580020552773643e6  3.1702836656612894e6
10035.0  3.1577665885898913e6  3.1699521444136593e6
10035.5  3.1548994486648994e6  3.169620651065763e6
10036.0  3.1570594639270795e6  3.1692891927642687e6
10036.5  3.155977479962118e6  3.1689577646590043e6
10037.0  3.146921650626829e6  3.1686263718853747e6
10037.5  3.1536585639073947e6  3.168295007402792e6
10038.0  3.1524399452158557e6  3.1679636778981965e6
10038.5  3.1502715703519876e6  3.1676323761141887e6
10039.0  3.1445027391467965e6  3.1673011097022933e6
10039.5  2.9986775305407774e6  3.16696986554762e6
10040.0  3.1456983249970824e6  3.1666386569329156e6
10040.5  3.143952091588555e6  3.166307470907852e6
10041.0  3.1422871704944624e6  3.165976320188574e6
10041.5  3.14057256908611e6  3.165645197062636e6
10042.0  3.1382579419462453e6  3.165314109307369e6
10042.5  3.13486954140249e6  3.1649830470765196e6
10043.0  3.1327420713944687e6  3.164652019650378e6
10043.5  3.123497289316667e6  3.1643213270868943e6
10044.0  3.1256610196665823e6  3.163990669539215e6
10044.5  3.1219574204796446e6  3.1636602863655663e6
10045.0  3.1179662979760184e6  3.163329937946556e6
10045.5  3.11289735082928e6  3.162999617346283e6
10046.0  3.1064426229129178e6  3.1626693316469877e6
10046.5  3.099998989227753e6  3.1623391890584403e6
10047.0  3.092395857390241e6  3.162009081382478e6
10047.5  3.0829628019190063e6  3.1616790326190693e6
10048.0  3.0706917899309495e6  3.1613490184400477e6
10048.5  3.057569847664908e6  3.161019032321316e6
10049.0  3.03992152127852e6  3.16068908107945e6
10049.5  3.0172063023222005e6  3.1603591936708274e6
10050.0  2.9870014145953143e6  3.160029341429832e6
10050.5  2.941185942029827e6  3.1596995667791665e6
10051.0  2.883196917149463e6  3.159369826721108e6
10051.5  2.779906467079768e6  3.1590401143245827e6
10052.0  2.6723738770738966e6  3.158710436505952e6
10052.5  2.6978896111260983e6  3.1583807862134846e6
10053.0  2.7953634147808906e6  3.158051170810871e6
10053.5  2.898811594653388e6  3.157721586441062e6
10054.0  2.9545386784370895e6  3.1573920373345795e6
10054.5  2.992477171294241e6  3.157062688827942e6
10055.0  3.0193020771623356e6  3.1567333751032376e6
10055.5  3.040126641291942e6  3.1564042704545087e6
10056.0  3.0556010745441457e6  3.1560752004526937e6
10056.5  3.0688568949547936e6  3.1557461505674883e6
10057.0  3.078879493352492e6  3.1554171355234818e6
10057.5  3.0874942493928624e6  3.1550881445875787e6
10058.0  3.094342053339522e6  3.1547591881005038e6
10058.5  3.0996383216621527e6  3.1544302589042443e6
10059.0  3.105227574739432e6  3.154101364600918e6
10059.5  3.1085314766812176e6  3.1537724819386117e6
10060.0  3.112158776124831e6  3.1534436341901743e6
10060.5  2.781342284914661e6  3.153114778087849e6
10061.0  3.0166666776919677e6  3.1527859570226064e6
10061.5  3.120506509783421e6  3.1524571632594215e6
10062.0  3.1234634500404163e6  3.15212840423705e6
10062.5  3.1251202393805953e6  3.151799672952276e6
10063.0  3.1269045021078046e6  3.151470976308861e6
10063.5  3.128112631310497e6  3.1511423087272295e6
10064.0  3.0239578699256643e6  3.15081367601086e6
10064.5  3.130564992297435e6  3.150485070867714e6
10065.0  3.131308368878743e6  3.1501565007226877e6
10065.5  3.1257303158221613e6  3.149828060195732e6
10066.0  3.1325530750973513e6  3.149499654733565e6
10066.5  3.1314426546858796e6  3.1491714397804295e6
10067.0  3.129663981914281e6  3.14884325961333e6
10067.5  3.1106936918312567e6  3.14851510746592e6
10068.0  3.08333531355312e6  3.148186989946729e6
10068.5  3.131917397313516e6  3.14785889979647e6
10069.0  3.1347267494269083e6  3.147530844410041e6
10069.5  3.135475144455972e6  3.1472041923328456e6
10070.0  3.135753047285408e6  3.1468775746835857e6
10070.5  3.126549203306762e6  3.1465576815483132e6
10071.0  2.8753927019434837e6  3.14623782127945e6
10071.5  3.13307851878618e6  3.145917692324497e6
10072.0  3.136238153030641e6  3.1455975962856147e6
10072.5  3.1348377764955764e6  3.1452772424968705e6
10073.0  3.1371023713772125e6  3.1449569217688283e6
10073.5  3.137044500250926e6  3.1446308043420096e6
10074.0  3.137431911147271e6  3.1443047213339e6
10074.5  3.137432947778007e6  3.143977100544151e6
10075.0  3.137407931594802e6  3.143649514441878e6
10075.5  3.13736308481321e6  3.1433219558396484e6
10076.0  3.13732858709609e6  3.1429944318556106e6
10076.5  3.1372427550929207e6  3.1426670309984214e6
10077.0  3.1371449585772315e6  3.1423396646079742e6
10077.5  3.136760084840044e6  3.1420125916970465e6
10078.0  3.1368399834651905e6  3.141685553470429e6
10078.5  3.125552198051259e6  3.141358542228965e6
10079.0  3.136514917346003e6  3.141031565661486e6
10079.5  3.136420767930615e6  3.140704616298572e6
10080.0  3.0685233184268437e6  3.1403777015353483e6
10080.5  3.1257770201295908e6  3.1400508079851484e6
10081.0  3.135767854857526e6  3.1397239490666003e6
10081.5  3.1025370387505684e6  3.139397117579024e6
10082.0  3.134805242515793e6  3.139070320466673e6
10082.5  3.1353731571622333e6  3.1387435508995606e6
10083.0  3.12975117292448e6  3.138416815777588e6
10083.5  3.134952454735577e6  3.1380900667660395e6
10084.0  3.1335521098079933e6  3.1377633523751013e6
10084.5  3.1342172147895386e6  3.13743664032511e6
10085.0  3.1224057510281736e6  3.1371099627131163e6
10085.5  3.0759921978988345e6  3.136783312530257e6
10086.0  3.1002565983580365e6  3.1364566970942756e6
10086.5  3.133428413989674e6  3.136130109061336e6
10087.0  3.0247674166529505e6  3.135803555701392e6
10087.5  3.132531608310207e6  3.13547705957306e6
10088.0  3.130910570047395e6  3.135150597902125e6
10088.5  3.1325481584494757e6  3.1348243972413046e6
10089.0  2.918105061126907e6  3.1344982311088583e6
10089.5  3.1317861646567737e6  3.1341720923516527e6
10090.0  3.131823898113212e6  3.133845988088181e6
10090.5  3.1315577586840615e6  3.1335199130807845e6
10091.0  3.1312882112713302e6  3.1331938724128036e6
10091.5  3.1310159909249227e6  3.132867859688859e6
10092.0  3.130578671759564e6  3.1325418813418737e6
10092.5  2.904982719068734e6  3.1322159305115696e6
10093.0  3.129385836726334e6  3.1318900141137e6
10093.5  3.129839899744235e6  3.131564125028598e6
10094.0  3.129436660080054e6  3.131238270349711e6
10094.5  3.123534528457449e6  3.130912443075655e6
10095.0  3.061982925534507e6  3.130586650279874e6
10095.5  3.128207049182387e6  3.1302608850086574e6
10096.0  3.126800308186466e6  3.1299351541184387e6
10096.5  3.1278746730600526e6  3.1296094507458187e6
10097.0  3.0460278834202243e6  3.1292837817927315e6
10097.5  3.1275802115556127e6  3.1289581401511277e6
10098.0  3.127283107800227e6  3.1286325330536813e6
10098.5  3.126969355630959e6  3.1283069533185763e6
10099.0  3.126604847116127e6  3.1279814081825833e6
10099.5  3.118664562407376e6  3.127656216402617e6
10100.0  3.077077488971637e6  3.127331058786245e6
10100.5  3.124425843283612e6  3.1270059512334242e6
10101.0  3.1180236725634737e6  3.1266808780601555e6
10101.5  3.11667669432383e6  3.1263558322000057e6
10102.0  3.124019427381658e6  3.126030820797588e6
10102.5  3.124030798790482e6  3.1257058367024814e6
10103.0  3.1242208687796136e6  3.1253808866731455e6
10103.5  3.1239928238710384e6  3.1250559666272574e6
10104.0  3.123721377177199e6  3.124731080890253e6
10104.5  3.12343618805242e6  3.12440622998218e6
10105.0  3.123059521711245e6  3.124081413479775e6
10105.5  3.122846731949902e6  3.1237566244304245e6
10106.0  3.122476741193326e6  3.1234318694879944e6
10106.5  3.1165263277037414e6  3.123107142041166e6
10107.0  2.8375656185223367e6  3.122782448992763e6
10107.5  3.1211426780053712e6  3.122457758478808e6
10108.0  3.1151095861763395e6  3.1221331026100833e6
10108.5  3.1176559903998957e6  3.121808468520232e6
10109.0  3.1205163030491658e6  3.121483869022996e6
10109.5  3.120335527671107e6  3.121159296631824e6
10110.0  3.1200383133579744e6  3.120834758804884e6
10110.5  3.1184984125181143e6  3.12051040352969e6
10111.0  3.119273426789845e6  3.120186082638345e6
10111.5  3.1173608319857577e6  3.119861807292855e6
10112.0  3.1178427069332073e6  3.119537566218507e6
10112.5  3.118520896477151e6  3.1192133520863513e6
10113.0  3.118215780876592e6  3.118889172496975e6
10113.5  3.1179024638848724e6  3.118565019547564e6
10114.0  3.1175795827093064e6  3.1182409009364964e6
10114.5  3.116426150173618e6  3.117916766479453e6
10115.0  3.1160329812824167e6  3.11759266669581e6
10115.5  3.114765638595292e6  3.117268593338987e6
10116.0  3.115166694173743e6  3.116944554474736e6
10116.5  3.114638094105344e6  3.1166205424010255e6
10117.0  3.1144621339697684e6  3.1162965645663487e6
10117.5  3.098193732651154e6  3.115972610086507e6
10118.0  3.1148038719814364e6  3.115648689943258e6
10118.5  3.1145747814016296e6  3.1153247942575323e6
10119.0  3.097878026964257e6  3.1150009329237593e6
10119.5  3.1141053318828084e6  3.1146770981337326e6
10120.0  3.1126980904258513e6  3.114353297671809e6
10120.5  3.1133853845983446e6  3.1140295226679263e6
10121.0  3.1116206937292963e6  3.113705782215258e6
10121.5  3.1099444438207312e6  3.113382238601424e6
10122.0  3.1094318915411807e6  3.113058729439104e6
10122.5  3.1115669248690614e6  3.1127354155508033e6
10123.0  3.1117729531855118e6  3.112412136157491e6
10123.5  3.1112587658037064e6  3.1120888831023094e6
10124.0  3.110996493103244e6  3.1117656644475227e6
10124.5  3.1101258205669546e6  3.111442472704487e6
10125.0  3.109714937563585e6  3.1111193153142007e6
10125.5  3.1084220157657606e6  3.1107961845803186e6
10126.0  3.1040028744153655e6  3.110473088081975e6
10126.5  2.8095345430844026e6  3.1101494645663975e6
10127.0  3.0894882778629274e6  3.1098258753916495e6
10127.5  3.1033971093497686e6  3.1095023124978924e6
10128.0  3.1020329901580107e6  3.1091787839557477e6
10128.5  3.107366677774445e6  3.1088552813738445e6
10129.0  3.0957219013448493e6  3.108531813681403e6
10129.5  3.1074167940492663e6  3.108208372153305e6
10130.0  3.107274069688045e6  3.1078849650044055e6
10130.5  3.1053030970166014e6  3.107561573247522e6
10131.0  3.1032149223349774e6  3.107238215679627e6
10131.5  3.1064444380290937e6  3.106914859745404e6
10132.0  3.106155708931219e6  3.1065915384167843e6
10132.5  3.1058518019836303e6  3.1062683333378406e6
10133.0  3.1055435491108764e6  3.1059451625898364e6
10133.5  3.1052329493751028e6  3.10562227231975e6
10134.0  3.1002356490478255e6  3.10529941619849e6
10134.5  3.100668469146563e6  3.1049765874151993e6
10135.0  3.1042487958291345e6  3.1046537930682627e6
10135.5  3.099714984186255e6  3.1043310258788643e6
10136.0  3.103634466221789e6  3.1040082930797613e6
10136.5  3.103335501524682e6  3.103685586531731e6
10137.0  3.1030257021286595e6  3.1033629144555656e6
10137.5  3.102707874853015e6  3.1030402690936145e6
10138.0  3.0329018612789605e6  3.1027176578081693e6
10138.5  3.101898470520822e6  3.1023950770652606e6
10139.0  3.101752391830877e6  3.1020725302757113e6
